Year,Indicator_Name,Value
1990,"Population ages 65 and above, female",16734484
1989,"Population ages 65 and above, female",16310377
1988,"Population ages 65 and above, female",15887719
1987,"Population ages 65 and above, female",15461107
1986,"Population ages 65 and above, female",15028000
1985,"Population ages 65 and above, female",14585544
1984,"Population ages 65 and above, female",14204342
1983,"Population ages 65 and above, female",13819181
1982,"Population ages 65 and above, female",13424526
1981,"Population ages 65 and above, female",13015895
1980,"Population ages 65 and above, female",12591552
1979,"Population ages 65 and above, female",12232910
1978,"Population ages 65 and above, female",11870308
1977,"Population ages 65 and above, female",11500694
1976,"Population ages 65 and above, female",11121171
1975,"Population ages 65 and above, female",10729051
1974,"Population ages 65 and above, female",10421435
1973,"Population ages 65 and above, female",10095362
1972,"Population ages 65 and above, female",9755881
1971,"Population ages 65 and above, female",9415891
1970,"Population ages 65 and above, female",9086810
1969,"Population ages 65 and above, female",8883719
1968,"Population ages 65 and above, female",8696946
1967,"Population ages 65 and above, female",8513904
1966,"Population ages 65 and above, female",8312718
1965,"Population ages 65 and above, female",8076551
1964,"Population ages 65 and above, female",7916471
1963,"Population ages 65 and above, female",7710913
1962,"Population ages 65 and above, female",7470089
1961,"Population ages 65 and above, female",7218378
1960,"Population ages 65 and above, female",6976874
2018,"Population ages 65 and above, female (% of female population)",6.680037291
2017,"Population ages 65 and above, female (% of female population)",6.485171086
2016,"Population ages 65 and above, female (% of female population)",6.297072165
2015,"Population ages 65 and above, female (% of female population)",6.118584503
2014,"Population ages 65 and above, female (% of female population)",5.977742669
2013,"Population ages 65 and above, female (% of female population)",5.856936854
2012,"Population ages 65 and above, female (% of female population)",5.751610941
2011,"Population ages 65 and above, female (% of female population)",5.653901292
2010,"Population ages 65 and above, female (% of female population)",5.557205248
2009,"Population ages 65 and above, female (% of female population)",5.483513915
2008,"Population ages 65 and above, female (% of female population)",5.413182758
2007,"Population ages 65 and above, female (% of female population)",5.342238031
2006,"Population ages 65 and above, female (% of female population)",5.26609313
2005,"Population ages 65 and above, female (% of female population)",5.180855418
2004,"Population ages 65 and above, female (% of female population)",5.100672342
2003,"Population ages 65 and above, female (% of female population)",5.011637019
2002,"Population ages 65 and above, female (% of female population)",4.914796104
2001,"Population ages 65 and above, female (% of female population)",4.814318444
2000,"Population ages 65 and above, female (% of female population)",4.712852215
1999,"Population ages 65 and above, female (% of female population)",4.623378965
1998,"Population ages 65 and above, female (% of female population)",4.535765438
1997,"Population ages 65 and above, female (% of female population)",4.44902904
1996,"Population ages 65 and above, female (% of female population)",4.361611748
1995,"Population ages 65 and above, female (% of female population)",4.271966804
1994,"Population ages 65 and above, female (% of female population)",4.213115857
1993,"Population ages 65 and above, female (% of female population)",4.15691989
1992,"Population ages 65 and above, female (% of female population)",4.101555575
1991,"Population ages 65 and above, female (% of female population)",4.044593924
1990,"Population ages 65 and above, female (% of female population)",3.984207244
1989,"Population ages 65 and above, female (% of female population)",3.963804347
1988,"Population ages 65 and above, female (% of female population)",3.942602083
1987,"Population ages 65 and above, female (% of female population)",3.919176697
1986,"Population ages 65 and above, female (% of female population)",3.892718865
1985,"Population ages 65 and above, female (% of female population)",3.862217121
1984,"Population ages 65 and above, female (% of female population)",3.846528997
1983,"Population ages 65 and above, female (% of female population)",3.82845825
1982,"Population ages 65 and above, female (% of female population)",3.805825835
1981,"Population ages 65 and above, female (% of female population)",3.7764348
1980,"Population ages 65 and above, female (% of female population)",3.738879592
1979,"Population ages 65 and above, female (% of female population)",3.7171104
1978,"Population ages 65 and above, female (% of female population)",3.690679073
1977,"Population ages 65 and above, female (% of female population)",3.65856733
1976,"Population ages 65 and above, female (% of female population)",3.619886701
1975,"Population ages 65 and above, female (% of female population)",3.573591223
1974,"Population ages 65 and above, female (% of female population)",3.552402703
1973,"Population ages 65 and above, female (% of female population)",3.522007542
1972,"Population ages 65 and above, female (% of female population)",3.483138201
1971,"Population ages 65 and above, female (% of female population)",3.439347806
1970,"Population ages 65 and above, female (% of female population)",3.394238826
1969,"Population ages 65 and above, female (% of female population)",3.391603515
1968,"Population ages 65 and above, female (% of female population)",3.391772807
1967,"Population ages 65 and above, female (% of female population)",3.390407631
1966,"Population ages 65 and above, female (% of female population)",3.379242906
1965,"Population ages 65 and above, female (% of female population)",3.351232338
1964,"Population ages 65 and above, female (% of female population)",3.352578442
1963,"Population ages 65 and above, female (% of female population)",3.332471805
1962,"Population ages 65 and above, female (% of female population)",3.293969819
1961,"Population ages 65 and above, female (% of female population)",3.246713794
1960,"Population ages 65 and above, female (% of female population)",3.199770709
2018,"Population ages 65 and above, male",40199344
2017,"Population ages 65 and above, male",38407813
2016,"Population ages 65 and above, male",36689496
2015,"Population ages 65 and above, male",35078722
2014,"Population ages 65 and above, male",33807990
2013,"Population ages 65 and above, male",32702737
2012,"Population ages 65 and above, male",31718547
2011,"Population ages 65 and above, male",30776276
2010,"Population ages 65 and above, male",29815208
2009,"Population ages 65 and above, male",29058557
2008,"Population ages 65 and above, male",28291830
2007,"Population ages 65 and above, male",27503327
2006,"Population ages 65 and above, male",26690384
2005,"Population ages 65 and above, male",25849279
2004,"Population ages 65 and above, male",25194214
2003,"Population ages 65 and above, male",24499605
2002,"Population ages 65 and above, male",23765388
2001,"Population ages 65 and above, male",23003362
2000,"Population ages 65 and above, male",22222189
1999,"Population ages 65 and above, male",21639086
1998,"Population ages 65 and above, male",21042661
1997,"Population ages 65 and above, male",20425136
1996,"Population ages 65 and above, male",19778651
1995,"Population ages 65 and above, male",19097827
1994,"Population ages 65 and above, male",18632303
1993,"Population ages 65 and above, male",18142579
1992,"Population ages 65 and above, male",17623506
1991,"Population ages 65 and above, male",17072163
1990,"Population ages 65 and above, male",16488720
1989,"Population ages 65 and above, male",16140678
1988,"Population ages 65 and above, male",15768586
1987,"Population ages 65 and above, male",15368391
1986,"Population ages 65 and above, male",14940480
1985,"Population ages 65 and above, male",14486464
1984,"Population ages 65 and above, male",14163988
1983,"Population ages 65 and above, male",13822073
1982,"Population ages 65 and above, male",13455683
1981,"Population ages 65 and above, male",13060569
1980,"Population ages 65 and above, male",12636158
1979,"Population ages 65 and above, male",12333725
1978,"Population ages 65 and above, male",12018407
1977,"Population ages 65 and above, male",11685227
1976,"Population ages 65 and above, male",11327781
1975,"Population ages 65 and above, male",10940986
1974,"Population ages 65 and above, male",10648232
1973,"Population ages 65 and above, male",10327427
1972,"Population ages 65 and above, male",9982653
1971,"Population ages 65 and above, male",9623794
1970,"Population ages 65 and above, male",9259636
1969,"Population ages 65 and above, male",9023828
1968,"Population ages 65 and above, male",8787779
1967,"Population ages 65 and above, male",8544951
1966,"Population ages 65 and above, male",8283307
1965,"Population ages 65 and above, male",7991842
1964,"Population ages 65 and above, male",7796956
1963,"Population ages 65 and above, male",7566604
1962,"Population ages 65 and above, male",7306936
1961,"Population ages 65 and above, male",7031180
1960,"Population ages 65 and above, male",6752074
2018,"Population ages 65 and above, male (% of male population)",5.717910098
2017,"Population ages 65 and above, male (% of male population)",5.51938541
2016,"Population ages 65 and above, male (% of male population)",5.328123478
2015,"Population ages 65 and above, male (% of male population)",5.149371778
2014,"Population ages 65 and above, male (% of male population)",5.017886887
2013,"Population ages 65 and above, male (% of male population)",4.909084469
2012,"Population ages 65 and above, male (% of male population)",4.817360665
2011,"Population ages 65 and above, male (% of male population)",4.73163062
2010,"Population ages 65 and above, male (% of male population)",4.642926043
2009,"Population ages 65 and above, male (% of male population)",4.58638104
2008,"Population ages 65 and above, male (% of male population)",4.528714541
2007,"Population ages 65 and above, male (% of male population)",4.467512701
2006,"Population ages 65 and above, male (% of male population)",4.40154672
2005,"Population ages 65 and above, male (% of male population)",4.329483827
2004,"Population ages 65 and above, male (% of male population)",4.28728599
2003,"Population ages 65 and above, male (% of male population)",4.237392049
2002,"Population ages 65 and above, male (% of male population)",4.179333292
2001,"Population ages 65 and above, male (% of male population)",4.114776212
2000,"Population ages 65 and above, male (% of male population)",4.044899871
1999,"Population ages 65 and above, male (% of male population)",4.009574245
1998,"Population ages 65 and above, male (% of male population)",3.970657727
1997,"Population ages 65 and above, male (% of male population)",3.926269845
1996,"Population ages 65 and above, male (% of male population)",3.874349132
1995,"Population ages 65 and above, male (% of male population)",3.813230876
1994,"Population ages 65 and above, male (% of male population)",3.793090892
1993,"Population ages 65 and above, male (% of male population)",3.766648105
1992,"Population ages 65 and above, male (% of male population)",3.732507779
1991,"Population ages 65 and above, male (% of male population)",3.689705683
1990,"Population ages 65 and above, male (% of male population)",3.637827152
1989,"Population ages 65 and above, male (% of male population)",3.636501832
1988,"Population ages 65 and above, male (% of male population)",3.629188217
1987,"Population ages 65 and above, male (% of male population)",3.614533541
1986,"Population ages 65 and above, male (% of male population)",3.592142232
1985,"Population ages 65 and above, male (% of male population)",3.561838624
1984,"Population ages 65 and above, male (% of male population)",3.562760676
1983,"Population ages 65 and above, male (% of male population)",3.558084208
1982,"Population ages 65 and above, male (% of male population)",3.545603847
1981,"Population ages 65 and above, male (% of male population)",3.522989167
1980,"Population ages 65 and above, male (% of male population)",3.488922004
1979,"Population ages 65 and above, male (% of male population)",3.485106828
1978,"Population ages 65 and above, male (% of male population)",3.474829177
1977,"Population ages 65 and above, male (% of male population)",3.456563313
1976,"Population ages 65 and above, male (% of male population)",3.42844495
1975,"Population ages 65 and above, male (% of male population)",3.388652645
1974,"Population ages 65 and above, male (% of male population)",3.375680173
1973,"Population ages 65 and above, male (% of male population)",3.35160739
1972,"Population ages 65 and above, male (% of male population)",3.316513356
1971,"Population ages 65 and above, male (% of male population)",3.2723046
1970,"Population ages 65 and above, male (% of male population)",3.221000076
1969,"Population ages 65 and above, male (% of male population)",3.209594846
1968,"Population ages 65 and above, male (% of male population)",3.194384579
1967,"Population ages 65 and above, male (% of male population)",3.173221429
1966,"Population ages 65 and above, male (% of male population)",3.141924461
1965,"Population ages 65 and above, male (% of male population)",3.096162194
1964,"Population ages 65 and above, male (% of male population)",3.085248
1963,"Population ages 65 and above, male (% of male population)",3.057974734
1962,"Population ages 65 and above, male (% of male population)",3.015700746
1961,"Population ages 65 and above, male (% of male population)",2.962824412
1960,"Population ages 65 and above, male (% of male population)",2.904058657
2018,"Population ages 65 and above, total",83591151
2017,"Population ages 65 and above, total",80093475
2016,"Population ages 65 and above, total",76732882
2015,"Population ages 65 and above, total",73560284
2014,"Population ages 65 and above, total",70980914
2013,"Population ages 65 and above, total",68704368
2012,"Population ages 65 and above, total",66652179
2011,"Population ages 65 and above, total",64691854
2010,"Population ages 65 and above, total",62720364
2009,"Population ages 65 and above, total",61090405
2008,"Population ages 65 and above, total",59469249
2007,"Population ages 65 and above, total",57824836
2006,"Population ages 65 and above, total",56132999
2005,"Population ages 65 and above, total",54372877
2004,"Population ages 65 and above, total",52838578
2003,"Population ages 65 and above, total",51229192
2002,"Population ages 65 and above, total",49552486
2001,"Population ages 65 and above, total",47843454
2000,"Population ages 65 and above, total",46125193
1999,"Population ages 65 and above, total",44680977
1998,"Population ages 65 and above, total",43246815
1997,"Population ages 65 and above, total",41810980
1996,"Population ages 65 and above, total",40359487
1995,"Population ages 65 and above, total",38880963
1994,"Population ages 65 and above, total",37776260
1993,"Population ages 65 and above, total",36671954
1992,"Population ages 65 and above, total",35553608
1991,"Population ages 65 and above, total",34406617
1990,"Population ages 65 and above, total",33223200
1989,"Population ages 65 and above, total",32451230
1988,"Population ages 65 and above, total",31656498
1987,"Population ages 65 and above, total",30829620
1986,"Population ages 65 and above, total",29968508
1985,"Population ages 65 and above, total",29072004
1984,"Population ages 65 and above, total",28368416
1983,"Population ages 65 and above, total",27641386
1982,"Population ages 65 and above, total",26880358
1981,"Population ages 65 and above, total",26076571
1980,"Population ages 65 and above, total",25227716
1979,"Population ages 65 and above, total",24566761
1978,"Population ages 65 and above, total",23888893
1977,"Population ages 65 and above, total",23186104
1976,"Population ages 65 and above, total",22449068
1975,"Population ages 65 and above, total",21670031
1974,"Population ages 65 and above, total",21069780
1973,"Population ages 65 and above, total",20422931
1972,"Population ages 65 and above, total",19738662
1971,"Population ages 65 and above, total",19039755
1970,"Population ages 65 and above, total",18346443
1969,"Population ages 65 and above, total",17907617
1968,"Population ages 65 and above, total",17484809
1967,"Population ages 65 and above, total",17058937
1966,"Population ages 65 and above, total",16596072
1965,"Population ages 65 and above, total",16068393
1964,"Population ages 65 and above, total",15713538
1963,"Population ages 65 and above, total",15277763
1962,"Population ages 65 and above, total",14777367
1961,"Population ages 65 and above, total",14249848
1960,"Population ages 65 and above, total",13728951
2018,Population ages 65 and above (% of total population),6.179955649
2017,Population ages 65 and above (% of total population),5.983113317
2016,Population ages 65 and above (% of total population),5.79330515
2015,Population ages 65 and above (% of total population),5.614635659
2014,Population ages 65 and above (% of total population),5.478595609
2013,Population ages 65 and above (% of total population),5.363982934
2012,Population ages 65 and above (% of total population),5.265688508
2011,Population ages 65 and above (% of total population),5.174153151
2010,Population ages 65 and above (% of total population),5.081529681
2009,Population ages 65 and above (% of total population),5.016760274
2008,Population ages 65 and above (% of total population),4.953006291
2007,Population ages 65 and above (% of total population),4.887117401
2006,Population ages 65 and above (% of total population),4.816272781
2005,Population ages 65 and above (% of total population),4.737923202
2004,Population ages 65 and above (% of total population),4.677539026
2003,Population ages 65 and above (% of total population),4.608918157
2002,Population ages 65 and above (% of total population),4.532306498
2001,Population ages 65 and above (% of total population),4.450553509
2000,Population ages 65 and above (% of total population),4.365536666
1999,Population ages 65 and above (% of total population),4.304284566
1998,Population ages 65 and above (% of total population),4.242031535
1997,Population ages 65 and above (% of total population),4.17733827
1996,Population ages 65 and above (% of total population),4.108399324
1995,Population ages 65 and above (% of total population),4.033618828
1994,Population ages 65 and above (% of total population),3.994943618
1993,Population ages 65 and above (% of total population),3.954259367
1992,Population ages 65 and above (% of total population),3.909967412
1991,Population ages 65 and above (% of total population),3.860389458
1990,Population ages 65 and above (% of total population),3.80442513
1989,Population ages 65 and above (% of total population),3.793980396
1988,Population ages 65 and above (% of total population),3.780020591
1987,Population ages 65 and above (% of total population),3.761167887
1986,Population ages 65 and above (% of total population),3.736837044
1985,Population ages 65 and above (% of total population),3.706461791
1984,Population ages 65 and above (% of total population),3.699423581
1983,Population ages 65 and above (% of total population),3.688326386
1982,Population ages 65 and above (% of total population),3.670978942
1981,Population ages 65 and above (% of total population),3.645110151
1980,Population ages 65 and above (% of total population),3.609358802
1979,Population ages 65 and above (% of total population),3.596914804
1978,Population ages 65 and above (% of total population),3.578861415
1977,Population ages 65 and above (% of total population),3.553922763
1976,Population ages 65 and above (% of total population),3.520704003
1975,Population ages 65 and above (% of total population),3.477761234
1974,Population ages 65 and above (% of total population),3.460855785
1973,Population ages 65 and above (% of total population),3.433751938
1972,Population ages 65 and above (% of total population),3.396849922
1971,Population ages 65 and above (% of total population),3.352848619
1970,Population ages 65 and above (% of total population),3.304535361
1969,Population ages 65 and above (% of total population),3.297391549
1968,Population ages 65 and above (% of total population),3.289624505
1967,Population ages 65 and above (% of total population),3.278039608
1966,Population ages 65 and above (% of total population),3.256484735
1965,Population ages 65 and above (% of total population),3.219323207
1964,Population ages 65 and above (% of total population),3.214400726
1963,Population ages 65 and above (% of total population),3.190673754
1962,Population ages 65 and above (% of total population),3.15030603
1961,Population ages 65 and above (% of total population),3.100204699
1960,Population ages 65 and above (% of total population),3.047169398
2018,"Population ages 70-74, female (% of female population)",1.756439894
2017,"Population ages 70-74, female (% of female population)",1.723197962
2016,"Population ages 70-74, female (% of female population)",1.698735743
2015,"Population ages 70-74, female (% of female population)",1.67678466
2014,"Population ages 70-74, female (% of female population)",1.652356109
2013,"Population ages 70-74, female (% of female population)",1.636347361
2012,"Population ages 70-74, female (% of female population)",1.62643173
2011,"Population ages 70-74, female (% of female population)",1.618819407
2010,"Population ages 70-74, female (% of female population)",1.609792708
2009,"Population ages 70-74, female (% of female population)",1.58951981
2008,"Population ages 70-74, female (% of female population)",1.565124943
2007,"Population ages 70-74, female (% of female population)",1.537283687
2006,"Population ages 70-74, female (% of female population)",1.509194559
2005,"Population ages 70-74, female (% of female population)",1.482986041
2004,"Population ages 70-74, female (% of female population)",1.448687255
2003,"Population ages 70-74, female (% of female population)",1.416224709
2002,"Population ages 70-74, female (% of female population)",1.385387089
2001,"Population ages 70-74, female (% of female population)",1.356402301
2000,"Population ages 70-74, female (% of female population)",1.329488119
1999,"Population ages 70-74, female (% of female population)",1.297034938
1998,"Population ages 70-74, female (% of female population)",1.269134425
1997,"Population ages 70-74, female (% of female population)",1.244934335
1996,"Population ages 70-74, female (% of female population)",1.223150079
1995,"Population ages 70-74, female (% of female population)",1.20276838
1994,"Population ages 70-74, female (% of female population)",1.182733078
1993,"Population ages 70-74, female (% of female population)",1.167058554
1992,"Population ages 70-74, female (% of female population)",1.154981938
1991,"Population ages 70-74, female (% of female population)",1.144949879
1990,"Population ages 70-74, female (% of female population)",1.135238139
1989,"Population ages 70-74, female (% of female population)",1.126028329
1988,"Population ages 70-74, female (% of female population)",1.118612028
1987,"Population ages 70-74, female (% of female population)",1.112942154
1986,"Population ages 70-74, female (% of female population)",1.109468135
1985,"Population ages 70-74, female (% of female population)",1.107998445
1984,"Population ages 70-74, female (% of female population)",1.101737016
1983,"Population ages 70-74, female (% of female population)",1.099829425
1982,"Population ages 70-74, female (% of female population)",1.100756553
1981,"Population ages 70-74, female (% of female population)",1.100637107
1980,"Population ages 70-74, female (% of female population)",1.095357287
1979,"Population ages 70-74, female (% of female population)",1.078460075
1978,"Population ages 70-74, female (% of female population)",1.053901874
1977,"Population ages 70-74, female (% of female population)",1.024379982
1976,"Population ages 70-74, female (% of female population)",0.997428641
1975,"Population ages 70-74, female (% of female population)",0.979327544
1974,"Population ages 70-74, female (% of female population)",0.971346434
1973,"Population ages 70-74, female (% of female population)",0.979001002
1972,"Population ages 70-74, female (% of female population)",0.997788455
1971,"Population ages 70-74, female (% of female population)",1.015014936
1970,"Population ages 70-74, female (% of female population)",1.0192335
1969,"Population ages 70-74, female (% of female population)",1.012074055
1968,"Population ages 70-74, female (% of female population)",0.983945868
1967,"Population ages 70-74, female (% of female population)",0.94002003
1966,"Population ages 70-74, female (% of female population)",0.897332236
1965,"Population ages 70-74, female (% of female population)",0.870985448
1964,"Population ages 70-74, female (% of female population)",0.869314303
1963,"Population ages 70-74, female (% of female population)",0.897910106
1962,"Population ages 70-74, female (% of female population)",0.948751661
1961,"Population ages 70-74, female (% of female population)",0.996877849
1960,"Population ages 70-74, female (% of female population)",1.019493702
2018,"Population ages 70-74, male (% of male population)",1.497244215
2017,"Population ages 70-74, male (% of male population)",1.468269434
2016,"Population ages 70-74, male (% of male population)",1.447418118
2015,"Population ages 70-74, male (% of male population)",1.425589163
2014,"Population ages 70-74, male (% of male population)",1.400669126
2013,"Population ages 70-74, male (% of male population)",1.37998392
2012,"Population ages 70-74, male (% of male population)",1.362619941
2011,"Population ages 70-74, male (% of male population)",1.347941843
2010,"Population ages 70-74, male (% of male population)",1.334567896
2009,"Population ages 70-74, male (% of male population)",1.316564431
2008,"Population ages 70-74, male (% of male population)",1.297263614
2007,"Population ages 70-74, male (% of male population)",1.276647033
2006,"Population ages 70-74, male (% of male population)",1.256537755
2005,"Population ages 70-74, male (% of male population)",1.238421505
2004,"Population ages 70-74, male (% of male population)",1.221407011
2003,"Population ages 70-74, male (% of male population)",1.207105099
2002,"Population ages 70-74, male (% of male population)",1.19434919
2001,"Population ages 70-74, male (% of male population)",1.181572049
2000,"Population ages 70-74, male (% of male population)",1.16765102
1999,"Population ages 70-74, male (% of male population)",1.153842819
1998,"Population ages 70-74, male (% of male population)",1.139751291
1997,"Population ages 70-74, male (% of male population)",1.124931006
1996,"Population ages 70-74, male (% of male population)",1.109741966
1995,"Population ages 70-74, male (% of male population)",1.094623616
1994,"Population ages 70-74, male (% of male population)",1.083952963
1993,"Population ages 70-74, male (% of male population)",1.075341431
1992,"Population ages 70-74, male (% of male population)",1.067769861
1991,"Population ages 70-74, male (% of male population)",1.059637391
1990,"Population ages 70-74, male (% of male population)",1.049757427
1989,"Population ages 70-74, male (% of male population)",1.044826503
1988,"Population ages 70-74, male (% of male population)",1.039623207
1987,"Population ages 70-74, male (% of male population)",1.033949727
1986,"Population ages 70-74, male (% of male population)",1.028619197
1985,"Population ages 70-74, male (% of male population)",1.024414036
1984,"Population ages 70-74, male (% of male population)",1.022994873
1983,"Population ages 70-74, male (% of male population)",1.025557397
1982,"Population ages 70-74, male (% of male population)",1.030304394
1981,"Population ages 70-74, male (% of male population)",1.033388242
1980,"Population ages 70-74, male (% of male population)",1.031328297
1979,"Population ages 70-74, male (% of male population)",1.026100887
1978,"Population ages 70-74, male (% of male population)",1.015077203
1977,"Population ages 70-74, male (% of male population)",0.999173503
1976,"Population ages 70-74, male (% of male population)",0.982763919
1975,"Population ages 70-74, male (% of male population)",0.969727641
1974,"Population ages 70-74, male (% of male population)",0.964083777
1973,"Population ages 70-74, male (% of male population)",0.966976154
1972,"Population ages 70-74, male (% of male population)",0.975311412
1971,"Population ages 70-74, male (% of male population)",0.981113614
1970,"Population ages 70-74, male (% of male population)",0.977146524
1969,"Population ages 70-74, male (% of male population)",0.96755657
1968,"Population ages 70-74, male (% of male population)",0.94338314
1967,"Population ages 70-74, male (% of male population)",0.907400961
1966,"Population ages 70-74, male (% of male population)",0.870846368
1965,"Population ages 70-74, male (% of male population)",0.844039721
1964,"Population ages 70-74, male (% of male population)",0.83631546
1963,"Population ages 70-74, male (% of male population)",0.849251746
1962,"Population ages 70-74, male (% of male population)",0.877065659
1961,"Population ages 70-74, male (% of male population)",0.902270079
1960,"Population ages 70-74, male (% of male population)",0.90897115
2018,"Population ages 75-79, female (% of female population)",1.171884825
2017,"Population ages 75-79, female (% of female population)",1.160667617
2016,"Population ages 75-79, female (% of female population)",1.150078553
2015,"Population ages 75-79, female (% of female population)",1.135947034
2014,"Population ages 75-79, female (% of female population)",1.116556006
2013,"Population ages 75-79, female (% of female population)",1.092430971
2012,"Population ages 75-79, female (% of female population)",1.064434956
2011,"Population ages 75-79, female (% of female population)",1.035824466
2010,"Population ages 75-79, female (% of female population)",1.008432317
2009,"Population ages 75-79, female (% of female population)",0.982990557
2008,"Population ages 75-79, female (% of female population)",0.95902417
2007,"Population ages 75-79, female (% of female population)",0.935771426
2006,"Population ages 75-79, female (% of female population)",0.912427236
2005,"Population ages 75-79, female (% of female population)",0.888313959
2004,"Population ages 75-79, female (% of female population)",0.865244487
2003,"Population ages 75-79, female (% of female population)",0.844749475
2002,"Population ages 75-79, female (% of female population)",0.826097928
2001,"Population ages 75-79, female (% of female population)",0.808142149
2000,"Population ages 75-79, female (% of female population)",0.7897189
1999,"Population ages 75-79, female (% of female population)",0.772413382
1998,"Population ages 75-79, female (% of female population)",0.7571831
1997,"Population ages 75-79, female (% of female population)",0.743335465
1996,"Population ages 75-79, female (% of female population)",0.729837513
1995,"Population ages 75-79, female (% of female population)",0.715519397
1994,"Population ages 75-79, female (% of female population)",0.707090115
1993,"Population ages 75-79, female (% of female population)",0.698627963
1992,"Population ages 75-79, female (% of female population)",0.689292581
1991,"Population ages 75-79, female (% of female population)",0.678859208
1990,"Population ages 75-79, female (% of female population)",0.66723875
1989,"Population ages 75-79, female (% of female population)",0.666086735
1988,"Population ages 75-79, female (% of female population)",0.665907046
1987,"Population ages 75-79, female (% of female population)",0.665220951
1986,"Population ages 75-79, female (% of female population)",0.66199922
1985,"Population ages 75-79, female (% of female population)",0.654268543
1984,"Population ages 75-79, female (% of female population)",0.648153235
1983,"Population ages 75-79, female (% of female population)",0.636703414
1982,"Population ages 75-79, female (% of female population)",0.619883615
1981,"Population ages 75-79, female (% of female population)",0.601093964
1980,"Population ages 75-79, female (% of female population)",0.584120951
1979,"Population ages 75-79, female (% of female population)",0.577857064
1978,"Population ages 75-79, female (% of female population)",0.580634156
1977,"Population ages 75-79, female (% of female population)",0.589811993
1976,"Population ages 75-79, female (% of female population)",0.597761341
1975,"Population ages 75-79, female (% of female population)",0.59723322
1974,"Population ages 75-79, female (% of female population)",0.595194358
1973,"Population ages 75-79, female (% of female population)",0.579872602
1972,"Population ages 75-79, female (% of female population)",0.553023841
1971,"Population ages 75-79, female (% of female population)",0.523915239
1970,"Population ages 75-79, female (% of female population)",0.501766918
1969,"Population ages 75-79, female (% of female population)",0.498923178
1968,"Population ages 75-79, female (% of female population)",0.512375372
1967,"Population ages 75-79, female (% of female population)",0.53858232
1966,"Population ages 75-79, female (% of female population)",0.563932373
1965,"Population ages 75-79, female (% of female population)",0.575098792
1964,"Population ages 75-79, female (% of female population)",0.583411346
1963,"Population ages 75-79, female (% of female population)",0.567553881
1962,"Population ages 75-79, female (% of female population)",0.530028265
1961,"Population ages 75-79, female (% of female population)",0.485913778
1960,"Population ages 75-79, female (% of female population)",0.450341579
2018,"Population ages 75-79, male (% of male population)",0.950330982
2017,"Population ages 75-79, male (% of male population)",0.935560027
2016,"Population ages 75-79, male (% of male population)",0.92061543
2015,"Population ages 75-79, male (% of male population)",0.903956707
2014,"Population ages 75-79, male (% of male population)",0.889533185
2013,"Population ages 75-79, male (% of male population)",0.873209374
2012,"Population ages 75-79, male (% of male population)",0.854713709
2011,"Population ages 75-79, male (% of male population)",0.835240523
2010,"Population ages 75-79, male (% of male population)",0.815510917
2009,"Population ages 75-79, male (% of male population)",0.800309729
2008,"Population ages 75-79, male (% of male population)",0.786972766
2007,"Population ages 75-79, male (% of male population)",0.774764829
2006,"Population ages 75-79, male (% of male population)",0.762129465
2005,"Population ages 75-79, male (% of male population)",0.747376009
2004,"Population ages 75-79, male (% of male population)",0.735771938
2003,"Population ages 75-79, male (% of male population)",0.723411105
2002,"Population ages 75-79, male (% of male population)",0.710235893
2001,"Population ages 75-79, male (% of male population)",0.696340725
2000,"Population ages 75-79, male (% of male population)",0.681359245
1999,"Population ages 75-79, male (% of male population)",0.67153218
1998,"Population ages 75-79, male (% of male population)",0.662260638
1997,"Population ages 75-79, male (% of male population)",0.653234298
1996,"Population ages 75-79, male (% of male population)",0.643422843
1995,"Population ages 75-79, male (% of male population)",0.631429472
1994,"Population ages 75-79, male (% of male population)",0.626059503
1993,"Population ages 75-79, male (% of male population)",0.619693909
1992,"Population ages 75-79, male (% of male population)",0.612244799
1991,"Population ages 75-79, male (% of male population)",0.603667865
1990,"Population ages 75-79, male (% of male population)",0.593590557
1989,"Population ages 75-79, male (% of male population)",0.593661699
1988,"Population ages 75-79, male (% of male population)",0.594418133
1987,"Population ages 75-79, male (% of male population)",0.595282629
1986,"Population ages 75-79, male (% of male population)",0.594564109
1985,"Population ages 75-79, male (% of male population)",0.590128778
1984,"Population ages 75-79, male (% of male population)",0.589944769
1983,"Population ages 75-79, male (% of male population)",0.585304593
1982,"Population ages 75-79, male (% of male population)",0.5762074
1981,"Population ages 75-79, male (% of male population)",0.564528214
1980,"Population ages 75-79, male (% of male population)",0.552103959
1979,"Population ages 75-79, male (% of male population)",0.549540473
1978,"Population ages 75-79, male (% of male population)",0.550321385
1977,"Population ages 75-79, male (% of male population)",0.553159188
1976,"Population ages 75-79, male (% of male population)",0.553818969
1975,"Population ages 75-79, male (% of male population)",0.547894823
1974,"Population ages 75-79, male (% of male population)",0.545034614
1973,"Population ages 75-79, male (% of male population)",0.532590811
1972,"Population ages 75-79, male (% of male population)",0.511240215
1971,"Population ages 75-79, male (% of male population)",0.486532473
1970,"Population ages 75-79, male (% of male population)",0.464302455
1969,"Population ages 75-79, male (% of male population)",0.458518072
1968,"Population ages 75-79, male (% of male population)",0.462566008
1967,"Population ages 75-79, male (% of male population)",0.474485293
1966,"Population ages 75-79, male (% of male population)",0.485566561
1965,"Population ages 75-79, male (% of male population)",0.48688268
1964,"Population ages 75-79, male (% of male population)",0.491140065
